customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
5085-YJVQO,male,no,no,no,46,yes,yes,fiber optic,yes,yes,no,no,no,yes,two year,no,bank transfer (automatic),107.04,4820.65,no
5741-IPRZL,male,yes,no,yes,69,yes,no,fiber optic,yes,no,no,no,no,no,one year,yes,electronic check,88.1,5935.74,no
2991-ALWEA,female,no,no,yes,2,no,no phone service,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,75.15,146.11,no
8654-OPQYW,male,no,yes,no,12,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,119.02,1387.63,no
8222-XEGIR,female,no,no,yes,62,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,electronic check,90.38,5738.29,no
3162-BXTKG,female,no,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,one year,no,credit card (automatic),88.84,597.36,yes
5981-EVRTP,female,no,yes,no,14,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,76.35,1036.07,no
1326-WCYGP,male,no,yes,no,11,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),93.2,1047.64,yes
4505-QGGPV,female,no,yes,yes,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,43.69,2762.36,no
7250-BBUII,male,no,yes,yes,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),36.78,1380.19,no
7973-SMNTB,male,no,no,yes,37,yes,no,fiber optic,yes,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),102.55,4122.32,no
4187-KPSDR,female,no,yes,yes,12,yes,yes,fiber optic,no,yes,yes,no,no,no,two year,yes,electronic check,100.54,1226.2,yes
8613-TLDSV,female,no,yes,no,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),37.63,2365.87,no
8515-FGDWO,male,no,no,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),44.76,174.94,no
6100-SPNGM,female,yes,no,no,22,no,no phone service,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,mailed check,63.66,1343.1,no
5304-XOUKG,male,yes,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),34.92,953.62,no
6650-VLXXS,female,no,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),39.49,116.77,no
1047-YTNRK,male,yes,yes,no,16,yes,yes,dsl,yes,yes,yes,no,yes,no,one year,no,electronic check,93.2,1626.48,yes
7272-ODNAF,female,no,yes,no,1,yes,yes,dsl,yes,yes,yes,no,no,yes,month-to-month,no,mailed check,92.28,91.6,no
2899-IWXDW,male,no,no,no,32,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,mailed check,119.03,3942.5,yes
3163-SFCQG,female,no,yes,no,7,yes,no,dsl,no,yes,no,no,yes,no,two year,no,credit card (automatic),75.02,519.71,no
1864-KIJMZ,male,yes,yes,no,6,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),106.38,622.94,yes
2057-IEYDV,male,yes,no,yes,17,yes,yes,dsl,no,no,yes,yes,no,no,one year,no,electronic check,83.97,1503.55,no
3693-RJYHA,male,no,yes,no,15,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),74.03,1084.42,no
1425-LMZOO,female,no,no,no,17,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),104.57,1722.99,no
1467-HQMOW,male,no,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,48.77,50.68,yes
6761-NPLNU,male,yes,yes,no,10,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,electronic check,87.11,875.26,no
7136-HBFWN,male,no,no,no,14,no,no phone service,dsl,no,no,yes,yes,yes,no,two year,yes,electronic check,59.76,874.25,no
5440-GTKGO,female,no,no,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,39.46,2384.94,no
5227-PEUNY,female,no,yes,no,2,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,mailed check,102.8,188.68,no
8481-NMHPR,male,no,yes,no,3,yes,yes,fiber optic,no,no,yes,yes,no,yes,one year,no,bank transfer (automatic),106.97,309.56,no
3552-EYGVY,male,no,yes,no,54,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,92.69,5090.52,no
1078-FSFOA,female,no,yes,no,20,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,electronic check,100.05,2072.53,yes
5632-KFRQA,male,no,no,no,2,yes,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,no,electronic check,110.07,215.21,yes
6976-YBCIA,female,no,no,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,37.59,2746.09,no
9702-HMAQE,male,no,yes,yes,68,yes,yes,dsl,no,no,yes,yes,no,no,two year,no,credit card (automatic),82.7,5802.98,no
3380-ODBXS,male,no,no,yes,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,46.01,1307.11,no
6542-RNEUJ,female,no,yes,no,9,yes,no,fiber optic,no,no,yes,no,yes,no,two year,yes,mailed check,92.82,801.51,no
1123-EDDSN,male,yes,no,no,4,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),91.75,366.01,yes
9600-QHNZC,male,yes,no,no,57,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),108.95,6628.36,no
6291-VRNWT,male,yes,no,no,0,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.06, ,no
3521-YUJOQ,male,no,no,yes,5,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,mailed check,100.37,518.31,yes
4855-UWTQX,male,no,no,no,52,no,no phone service,dsl,yes,yes,yes,no,no,yes,month-to-month,no,electronic check,63.91,3289.58,no
4154-XSCFT,male,yes,yes,yes,12,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,91.6,1078.59,yes
2949-QOQPT,male,yes,yes,no,14,yes,yes,dsl,yes,no,no,yes,yes,yes,two year,yes,mailed check,92.71,1407.31,no
8062-VYIGX,female,no,no,no,15,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,101.42,1545.18,yes
9775-BGPIM,female,no,yes,no,22,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,108.02,2433.64,no
3426-ENSVZ,female,no,yes,no,22,yes,yes,dsl,yes,no,yes,no,no,yes,month-to-month,no,electronic check,86.52,1928.94,no
7297-WFWAE,male,no,no,no,71,no,no phone service,dsl,no,yes,no,no,no,no,one year,no,mailed check,46.92,3208.26,no
3387-TRUVG,male,no,no,yes,4,yes,yes,dsl,yes,no,yes,no,yes,no,month-to-month,yes,electronic check,84.47,339.67,no
1572-LVOIU,female,no,yes,no,24,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,no,electronic check,78.62,1952.94,yes
7241-NFAQR,male,no,yes,yes,41,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),70.21,2963.04,no
6860-JUQUE,female,yes,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,36.99,110.41,no
6190-VUFKF,male,yes,yes,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),90.5,160.34,yes
7036-YQTEK,female,yes,yes,yes,16,yes,no,dsl,no,no,no,yes,no,yes,two year,yes,credit card (automatic),77.36,1236.68,no
4461-EDDHY,male,no,yes,no,7,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),44.48,321.17,no
1825-AHDQD,female,no,yes,no,5,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),107.56,560.42,yes
9784-FJTDT,female,yes,no,no,5,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,yes,electronic check,91.08,459.35,yes
9309-PNNUZ,male,no,no,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),106.23,7028.52,no
6987-WLTMP,male,no,no,yes,5,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),44.84,219.21,no
1327-WZIBZ,female,no,no,no,8,yes,yes,fiber optic,yes,no,no,no,no,no,two year,yes,bank transfer (automatic),91.51,726.16,yes
9134-WHVPS,male,no,no,yes,9,yes,yes,fiber optic,yes,no,no,no,yes,no,one year,no,credit card (automatic),97.84,912.71,no
3768-HCZIQ,female,no,yes,no,9,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,month-to-month,yes,electronic check,120.43,1060.56,yes
1290-IJBCI,female,yes,no,no,16,yes,no,fiber optic,no,no,no,no,no,yes,two year,yes,electronic check,86.94,1339.73,no
4775-RDOKD,female,no,no,no,30,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,62.83,1860.57,no
4077-MLEJW,female,no,yes,no,72,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,credit card (automatic),102.63,7672.29,no
8214-QPEDH,male,no,yes,no,6,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),85.23,495.74,yes
8762-HRCLQ,female,no,no,no,10,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,106.9,1043.08,yes
2348-ZWPYE,male,no,yes,no,17,yes,no,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),86.5,1531.09,yes
1953-EPVKA,male,yes,yes,yes,21,yes,yes,fiber optic,no,yes,yes,yes,no,no,two year,yes,mailed check,108.68,2420.29,no
9215-ROWUR,female,no,yes,yes,22,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,mailed check,91.89,2012.91,no
1577-ASQAH,male,no,no,no,8,yes,yes,fiber optic,yes,yes,no,yes,no,yes,two year,yes,mailed check,111.87,939.48,yes
4304-JRABZ,male,no,no,yes,19,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,electronic check,86.72,1639.19,no
6664-KDFRC,female,no,yes,yes,15,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,88.43,1291.31,no
4242-XAUFA,male,no,no,no,14,yes,yes,dsl,no,yes,yes,no,yes,no,two year,yes,mailed check,84.47,1162.67,no
4820-QLEFM,female,yes,yes,no,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,43.88,276.58,no
2830-MHCTB,female,no,no,yes,11,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,46.3,506.75,no
3943-SKRQJ,male,no,no,yes,7,yes,no,dsl,yes,yes,yes,no,no,yes,one year,no,bank transfer (automatic),84.11,612.38,no
3999-FQSEJ,female,yes,no,no,11,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),72.72,830.87,no
8849-UOBZS,male,no,no,no,23,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,mailed check,102.36,2236.23,yes
1994-VQRDX,female,no,yes,yes,17,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,78.67,1357.01,no
5449-MOVIQ,male,yes,no,no,0,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,credit card (automatic),88.05, ,no
4169-RJFGH,male,no,no,yes,5,yes,yes,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),106.56,564.15,yes
5789-HIJFW,female,no,no,no,11,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,electronic check,84.97,949.01,no
9737-KOOND,female,no,yes,no,3,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),94.03,290.65,yes
1131-BRUTQ,female,no,no,no,66,yes,yes,fiber optic,no,no,yes,no,no,no,one year,no,electronic check,93.81,6195.72,no
4392-ZCXYZ,female,no,no,yes,2,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),112.92,224.41,yes
9727-KQRZU,female,no,yes,yes,62,yes,yes,dsl,no,yes,no,yes,yes,no,two year,no,electronic check,88.09,5694.04,no
3575-OHROD,female,no,yes,yes,6,yes,no,dsl,yes,no,no,yes,yes,yes,month-to-month,no,electronic check,82.2,495.9,yes
4280-JEXVV,male,yes,yes,no,67,yes,yes,fiber optic,yes,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),110.78,7161.77,no
6130-PLBLR,male,no,no,no,6,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,80.78,503.81,no
2655-VHFQB,female,no,no,yes,8,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),95.04,713.52,yes
7830-CHLKW,female,no,no,no,7,yes,yes,dsl,no,no,yes,yes,yes,yes,month-to-month,no,credit card (automatic),90.33,636.95,no
8493-TPTTX,female,no,no,yes,10,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),75.56,730.37,no
7321-VELTS,female,no,no,yes,71,no,no phone service,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),74.15,5085.87,no
1708-GVCPF,female,no,yes,no,21,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),45.59,1007.94,yes
3261-QVRPQ,male,no,yes,yes,13,yes,yes,fiber optic,no,yes,no,yes,no,no,two year,no,credit card (automatic),104.17,1311.67,no
9664-NEJJV,female,no,yes,no,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,mailed check,105.3,5318.52,no
8745-AEOTU,female,yes,yes,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,36.64,755.04,no
4833-YSIHP,female,no,no,no,8,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),108.92,845.1,no
5024-MLWQK,male,no,no,no,17,yes,no,fiber optic,yes,no,no,no,no,no,two year,yes,credit card (automatic),90.22,1579.2,yes
5638-ZGSSV,female,yes,yes,no,33,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,yes,mailed check,101.26,3116.91,no
2555-MPBBG,male,no,no,yes,63,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,115.57,7599.85,no
9796-NDUWX,male,yes,no,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,42.06,406.31,no
4396-LFHXU,female,yes,yes,yes,63,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),46.57,2959.16,no
2482-GDSXP,male,no,yes,yes,20,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),46.49,957.67,no
6965-QKFNA,female,no,yes,yes,9,yes,yes,dsl,no,no,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),91.95,803.74,no
9563-EESDZ,male,no,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,no,two year,no,bank transfer (automatic),102.32,998.66,no
4073-WOERX,male,no,yes,no,42,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,105.44,4408.28,no
1415-HKGNJ,female,no,no,no,27,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),89.54,2471.84,yes
3945-XVCRR,male,yes,no,yes,13,yes,no,dsl,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),85.63,1235.01,no
2487-FYOED,female,no,no,no,48,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),18.97,902.12,no
3261-HETNP,female,no,yes,no,9,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,no,credit card (automatic),100.63,864.31,yes
3156-QAVZK,male,no,no,no,1,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,93.74,94.65,yes
4127-RITPM,male,yes,yes,no,6,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,no,electronic check,100.87,618.51,yes
4494-UNQNZ,female,no,no,yes,33,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,93.13,3179.06,yes
7478-KWETD,male,yes,no,no,0,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),73.03, ,yes
1516-LVWUK,male,no,yes,no,4,yes,no,fiber optic,no,yes,no,no,no,yes,one year,yes,mailed check,91.42,341.91,yes
2971-QBHOS,female,no,yes,yes,27,yes,no,dsl,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),76.24,2020.58,no
9665-WESGM,female,no,yes,no,64,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,116.73,7410.17,yes
5413-IOBOL,female,no,no,no,65,no,no phone service,fiber optic,yes,no,yes,yes,no,yes,two year,yes,mailed check,85.07,5409.3,no
8764-QOCRJ,female,no,yes,yes,72,yes,no,dsl,no,yes,no,yes,yes,yes,one year,yes,mailed check,85.65,6330.54,no
1495-BFUCE,female,no,yes,no,19,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,no,credit card (automatic),115.79,2247.77,yes
6471-HLBOX,female,no,yes,yes,20,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),105.2,2079.8,no
7783-RSNFG,female,yes,no,no,10,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,electronic check,84.12,827.88,no
6219-MFUPP,female,no,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,credit card (automatic),107.07,311.08,no
1136-JHPQC,male,no,no,yes,46,no,no phone service,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),78.22,3580.73,no
9777-NPQJR,male,no,no,no,49,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.76,917.21,no
7807-OSHIA,female,no,no,no,11,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,no,mailed check,96.13,1079.36,no
5053-ZPVIS,female,no,no,no,70,yes,no,dsl,no,no,no,yes,yes,yes,two year,no,mailed check,78.52,5329.57,no
2254-TWEYQ,female,no,no,no,71,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),74.25,5237.72,no
4834-OIKQA,female,no,yes,no,23,yes,no,fiber optic,no,no,yes,no,yes,no,two year,no,credit card (automatic),89.66,1965.94,no
6043-DCFLL,female,no,yes,no,1,yes,no,dsl,no,no,yes,yes,yes,no,two year,yes,mailed check,80.63,77.74,no
1910-RUNRW,female,no,yes,yes,12,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,no,mailed check,108.11,1280.46,yes
8263-LMQZJ,female,no,yes,no,0,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,mailed check,115.87, ,yes
8785-FNJEX,male,yes,yes,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,40.3,399.51,no
7870-TJIIR,male,no,yes,yes,13,yes,no,dsl,no,yes,no,no,no,yes,one year,no,electronic check,71.29,965.42,no
4114-PDURW,male,yes,no,no,72,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),89.81,6403.01,no
5021-CKRKF,female,no,no,yes,36,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,102.97,3693.77,no
3345-VCHYU,male,yes,yes,no,2,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,44.85,91.99,no
6533-ALZYD,male,no,yes,no,0,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),94.05, ,no
2418-GKFYI,male,no,yes,yes,17,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,no,electronic check,97.73,1644.0,no
9888-CENKW,female,no,yes,yes,20,yes,yes,dsl,no,no,no,yes,yes,no,two year,yes,mailed check,81.45,1721.21,no
4996-FPIAF,female,no,no,yes,16,yes,no,dsl,yes,yes,no,no,no,no,one year,yes,credit card (automatic),76.68,1279.94,no
5006-INNLV,male,yes,no,no,39,yes,yes,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,86.11,3218.13,no
9054-NNIKN,male,no,yes,yes,0,yes,yes,fiber optic,no,no,yes,yes,no,no,two year,no,credit card (automatic),99.38, ,no
8273-MOMPB,male,yes,yes,no,14,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),70.65,1021.82,no
5270-EJNIQ,male,no,yes,yes,51,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,no,bank transfer (automatic),106.56,5441.93,no
4549-GCGQR,male,yes,no,yes,38,yes,no,fiber optic,no,no,no,no,no,yes,two year,yes,mailed check,88.16,3231.28,no
6327-HIKSO,female,no,no,no,41,yes,no,dsl,yes,no,no,yes,yes,no,two year,no,electronic check,79.44,3448.07,no
7496-EUGQF,male,no,yes,no,63,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),72.55,4395.36,yes
8763-AVJPG,female,yes,no,yes,9,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,no,electronic check,87.51,827.16,no
4203-WTJVQ,male,yes,no,no,5,yes,yes,dsl,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),84.21,461.5,yes
2575-LVJNI,male,no,yes,no,17,yes,no,fiber optic,no,no,no,yes,no,no,one year,yes,bank transfer (automatic),90.9,1670.19,no
7753-MSXWF,male,yes,yes,yes,64,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),104.85,6784.69,no
7127-MGQIT,male,no,yes,yes,41,yes,no,dsl,no,yes,yes,yes,no,no,month-to-month,no,electronic check,83.42,3224.25,no
4375-NJSFR,male,no,yes,yes,40,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),84.64,3420.66,no
4293-WYZIH,female,yes,yes,no,17,yes,yes,dsl,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,88.81,1526.53,no
7047-QQMJZ,male,no,no,no,10,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,mailed check,111.44,1109.84,yes
2964-CKHGD,female,no,yes,no,66,yes,no,fiber optic,yes,yes,no,no,no,yes,two year,yes,bank transfer (automatic),101.8,6585.01,no
2812-OLPKU,female,no,yes,no,50,yes,yes,fiber optic,yes,no,no,yes,yes,no,month-to-month,yes,mailed check,108.1,5537.66,no
4730-VEZNN,female,no,yes,no,8,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),40.51,323.96,yes
7454-UGRRD,female,yes,yes,no,23,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),95.36,2274.31,yes
2816-VGMNY,female,no,yes,yes,13,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,no,mailed check,71.36,926.33,no
8854-FILCK,male,no,no,no,8,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,74.05,636.67,yes
9603-WMNSY,female,no,no,no,20,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,no,bank transfer (automatic),103.22,2268.69,yes
3177-RNKEY,male,no,yes,no,69,no,no phone service,fiber optic,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),81.44,5714.92,no
8706-SIIAU,female,no,no,no,2,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,no,credit card (automatic),105.29,222.12,yes
4644-VBOES,male,no,no,no,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,42.46,739.76,no
2193-TLYZV,female,no,no,no,49,yes,no,dsl,no,yes,no,no,yes,yes,two year,no,electronic check,79.48,3558.53,no
2333-QOFUZ,male,no,no,no,14,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,credit card (automatic),109.72,1532.5,no
3407-BMBJR,female,no,no,no,0,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),104.22, ,yes
2239-IXKKE,male,no,no,no,16,yes,no,fiber optic,yes,no,no,yes,yes,no,month-to-month,no,mailed check,98.22,1525.13,yes
1541-BDMEM,female,no,yes,no,13,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,78.79,1032.94,no
5014-AILDL,male,no,yes,no,7,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,104.75,668.59,yes
5182-FCRPR,male,no,no,no,25,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),83.94,2107.74,yes
7858-BRKEH,female,no,no,yes,25,yes,no,fiber optic,yes,yes,no,yes,no,no,one year,yes,electronic check,100.63,2501.19,yes
2491-ODHLK,female,no,no,no,29,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic check,79.48,2432.06,yes
2252-KPCCB,female,yes,no,yes,5,no,no phone service,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),87.75,455.88,yes
4998-ZGJWS,female,no,no,no,28,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,87.89,2275.94,yes
9142-GXKCF,female,no,yes,no,20,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),104.02,2137.03,yes
7653-UKNRJ,male,yes,no,yes,13,no,no phone service,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,mailed check,79.94,1037.02,no
2251-OJWRA,female,yes,no,no,42,yes,no,dsl,no,yes,no,yes,yes,no,two year,no,bank transfer (automatic),78.45,3373.03,no
6493-YIIZS,male,no,no,no,57,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,111.51,6130.08,yes
1275-BFDLJ,female,no,yes,yes,14,no,no phone service,fiber optic,yes,no,no,yes,no,no,two year,yes,credit card (automatic),72.17,1010.04,no
6991-KNQFY,male,no,yes,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,39.5,358.39,no
5913-QXEJU,female,no,no,no,15,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,electronic check,115.8,1757.51,yes
6126-KKBQF,male,no,no,no,4,no,no phone service,fiber optic,no,no,no,yes,no,no,two year,yes,credit card (automatic),69.32,287.26,yes
9936-VOQQU,male,no,no,yes,8,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,107.3,873.76,yes
7701-WDGIT,female,no,yes,no,4,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),95.64,400.28,yes
3040-XWYTR,female,yes,yes,no,6,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,103.14,612.95,no
